,,"Ліга А, червоний","Ліга А, червоний","Ліга А, червоний","Ліга А, червоний","Ліга А, жовтий","Ліга А, жовтий","Ліга А, жовтий","Ліга А, жовтий","Ліга А, зелений","Ліга А, зелений","Ліга А, зелений","Ліга А, зелений","Ліга А, синій","Ліга А, синій","Ліга А, синій","Ліга А, синій","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, синій","Ліга Б, синій","Ліга Б, синій","Ліга Б, синій","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, жовтий","Ліга В1, жовтий","Ліга В1, жовтий","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, синій","Ліга В1, синій","Ліга В1, синій","Ліга В1, синій","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, жовтий","Ліга В2, жовтий","Ліга В2, жовтий","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, синій","Ліга В2, синій","Ліга В2, синій","Ліга В2, синій","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, синій","Ліга В3, синій","Ліга В3, синій","Ліга В3, синій","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, синій","Ліга В4, синій","Ліга В4, синій","Ліга В4, синій"
2. LA,"30. ЦЕЙ ТВІР  був написаний звичайним зимовим вечором 1963 року, коли автори могли тільки думати про рідні місця. Тарантіно використав ЦЕЙ ТВІР, коли вирішив пофантазувати, як було б добре, якби Шерон Тейт залишилася живою.
Відповідь: California dreamin’
Коментар: Відома пісня гурту The Mamas & the Papas. Звичайний зимній вечір згадується у тексті пісні.  
Джерело: https://song-story.ru/california-dreaming/",,,,,,,1,,-1,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,-1,,,,,1,,,,,,,,,,,,,,,,,-1,-1,,,1,,,,-1,,,,1,,,-1,-1,,,,1,,,,
2. LA,"40. Надихнувшись Олімпіадою в Лос-Анджелесі, ВІН створив маскоподібне зображення на фоні кілець, що було узагальненням спортсмена-афроамериканця. Є у ЙОГО доробку і реп-сингл. 
Відповідь: Жан-Мішель Баскія.
Коментар: Можливо, найвідоміший чорношкірий художник у світі.
Джерело: http://artuzel.com/content/баския-жан-мишель
https://cultura24.ru/articles/12420/
",,,,,,,1,,-1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2. LA,"50. Ведучому: У цьому запитанні немає форми у класичному розумінні слова. Якщо гравці будуть її питати, то говорить “У відповіді є питання”.
У ВІДПОВІДІ Є ПИТАННЯ
Народився в сім'ї уродженця волинського села НУйно. Мав відношення до “національної географічної бджоли”. Ризикнув і до останнього працював. Помер у Лос-Анджелесі, де має зірку на Алеї слави.
Відповідь: Хто такий Алекс Требек?
Коментар: Текст ми стилізували  під запитання jeopardy. Алекс Требек був  багаторічним ведучим шоу і працював аж до самої смерті у 2020 році. Требек мав українське коріння.
Джерело: https://www.ukrinform.ua/rubric-diaspora/3138100-najkrasij-ukrainec-gromada-u-losandzelesi-vsanovue-pamat-legendarnogo-veducogo-aleksa-trebeka.html",,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
3. Лапті та інше взуття,"10. Поблизу ЦЬОГО МІСЦЯ колись мешкало багато виробників характерного взуття. Можливо, колись тут опиниться і знаний на Галичині взуттяр Роман МихалЕвський
Відповідь: ЛичАківський цвинтар.
Залік: Личаківське кладовище
Коментар: Українською лапті більш правильно називати словом личакИ.
Джерело:  https://www.lvivrada.gov.ua/trybuna-deputata/item/9709-lyvivsykyy-vzuttyar-pragne-rozshyryty-biznes-ale-dlya-cyogo-maye-otrymaty-pogodzhennya-vid-deputativ",,,,,,,1,,-1,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,
3. Лапті та інше взуття,"20. ФурланЕ - це не туфлі-човники, а скоріш капці, які представники ЦІЄЇ ПРОФЕСІЇ використовують аби не пошкодити деревину.
Відповідь: Гондольєри.
Коментар: Фурлане взувають гондольєри.
Джерело: https://en.wikipedia.org/wiki/Furlane_(shoe)",,,,,1,,,,,,,,,-1,1,,,,,1,,,,1,,,1,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,1,,,,,1,,,1,,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,1,,1,,
3. Лапті та інше взуття,"30. У відповіді слова, що починаються на однакові літери
Чоботи чУкка підходять для їзди верхи. Назва, можливо, пов'язана з тим, що чукка, тривалість якого  становить сім хвилин, це  ПЕРШИЙ у ДРУГОМУ.
Відповідь: період, поло. 
Коментар: Чукка - це взуття, яке носили свого часу британці в Індії.
Джерело: https://www.yapokupayu.ru/blogs/post/botinki-chukka-chto-za-obuv-kak-i-s-chem-ee-nosit",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,1,,,,
3. Лапті та інше взуття,"40. Свідок згадує, що у 1989 році ВІН  був розчавлений, наче вийшло усе повітря. Причиною стала  новина про підлітка, якого вбили та в якого відібрали взуття, хоча те не підійшло вбивці за розміром.
Відповідь: Майкл Джордан.
Коментар: Причиною вбивства стали модні кросівки Air Jordan, які належали хлопцю.
Джерела: Last dance
Екатерина Кулиничева. Кроссовки. Культурная биография спортивной обуви
",,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
3. Лапті та інше взуття,"50. Ведучому: Плюс гравець отримує лише у разі відповіді на усі три запитання. Спробувати відповісти можна одразу на всі три запитання. Ведучий дочитує перше запитання і відраховує стандартний час, потім читає друге запитання і відраховує стандартний час, а потім і третє.
А тепер на вас очікує випробування. Бліц. 3 запитання. 
1. Репер Монтеро Ламар Гілл  замовив виготовлення 666 пар взуття. При створенні взуття була використана ВОНА. 
2. У своїй колекції Шарлотта Олімпія зокрема створила туфлі Ліхтенштейн. До назви яскравих туфель з колекції Шарлотти входить ЦЕ КОРОТКЕ слово.
3. Мокре взуття уві сні згідно багатьох сонників передвіщає ЇХ.
Відповідь: Кров, Піт, сльози.
Коментар: репер створив “Сатанинське взуття” до складу якого входила краплина крові. Шарлотта створила взуття з принтами картин відомих художників, зокрема Роя Ліхтенштейна та Піта Мондріана. Сльози теж мокрі:) У нас для вас нічого не має. Лише кров, піт та сльози.
Джерела:
https://en.wikipedia.org/wiki/Satan_Shoes
https://www.spletnik.ru/blogs/moda/66384_tufli-iskusstva-charlotte-olympia-kapsulnaya-kollektciya
https://www.kp.ru/woman/sonnik/k-chemu-snitsya-obuv/
",,,,,,,1,,,1,,,,,,,,,,,,,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Латимерія та інше назване на честь жінок,"10. У 1993 році в Ірландії Барбара Декс одягнула безглузду напівпрозору сукню, яку сама пошила. У 2007 році жартівливу премію, названу на честь Барбари Декс, отримав образ ЦЬОГО УКРАЇНЦЯ. 
Відповідь: Андрій Данилко.
Залік: Вєрка Сердючка.
Коментар: Премію Барбари Декс на Євробаченні дають за найгірший костюм.
Джерело:  https://uk.wikipedia.org/wiki/Премія_Барбари_Декс",,,,1,-1,,,1,,1,,,,,1,,,,,,,,,,1,-1,,,,,,1,,,-1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
4. Латимерія та інше назване на честь жінок,"20. У відповіді слова, що НЕ починаються на парні приголосні
На честь АглаОніки названо об'єкт, діаметром 63 кілометри. Освічена Аглаоніка вміла передбачати ЦІ ПОДІЇ, а люди думали, що відьма своїми діями призводить до зникнення.
Відповідь: Місячні затемнення.
Залік: затемнення Місяця.
Коментар: Аглаоніка перша жінка-астроном у Давній Греції. На її честь назвали кратер Венери, де об'єкти традиційно називають на честь жінок.
Джерело: https://en.wikipedia.org/wiki/Aglaonice",,,1,,1,,,,,,,1,,,1,,,,,1,,,1,,,,,1,,1,,,,1,,,1,,,-1,1,,,,,,,,1,-1,,,,1,,1,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,-1,,1,,1,,
4. Латимерія та інше назване на честь жінок,"30. У відповіді слова, що починаються на однакові пару літер
Другий вид роду латимерія відкрив в Індонезії американський біолог на відпочинку, коли опинився на великому місцевому НЬОМУ.
Відповідь: рибний ринок.
Коментар: Латимерія - древня риба, що є сполучною ланкою між рибами та земноводними. Риба названа на честь Марджорі Латимері. Латимерія манадо була названа на честь індонезійського міста на рибному ринку якого вчений Марк Ердман побачив один екземпляр. Теоретично, Марк міг назвати цю рибу на честь жінки, адже тоді у нього був мідовий місяць.
Джерела:
https://archive.org/details/sim_environmental-biology-of-fishes_1999-04_54_4/page/439/mode/2up
http://www.nitpa.org/latimeriya-celakant-chast-1/
",1,,,,,,1,,,,,1,,,,,1,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1
4. Латимерія та інше назване на честь жінок,"40. Вже у 1952 році Джонас Солк розробив вакцину проти поліомієліту. НАЗВІТЬ ПО ДВІ ПЕРШИХ ЛІТЕРИ ІМЕНІ ТА ПРІЗВИЩА жінки, яка опосередковано допомогла Солку. 
Відповідь: He La.
Залік:  Ге Ла.
Коментар: У своїй роботі Солк використав “безсмертні” ракові клітини взяті від Генрієтти Лакс. 
Джерело: https://en.wikipedia.org/wiki/Polio_vaccine",1,,,,1,,,,,,,1,,,1,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,-1,,,1,,,,,,,,,,,,,,,
4. Латимерія та інше назване на честь жінок,"50. Роздатковий матеріал:
Герой оповідання “Десять за НЕЮ” думає: ледве встиг рота розкрити, а тебе вже оцінюють”.  “Двієчники” за НЕЮ не обов'язково мають проблеми у подальшому житті.
Відповідь: [Шкала] Апгар.
Коментар: Шкала Апгар оцінює стан новонародженого. Перша оцінка яку майже кожний з вас отримав, була саме за шкалою Апгар. Шкала складається з п'яти параметрів, які допомагає запам'ятати прізвище розробниці.  
A - appearance (зовнішній вигляд),
P - pulse (пульс),
G - grimace (вираз обличчя),
A - activity (активність),
R - respiration (дихання).
На роздатковому матеріалі Вірджинія Апгар пише на дошці один з елементів своєї шкали. 
Джерело: https://en.wikipedia.org/wiki/Apgar_score",1,,,,,,,1,,,1,,1,,,,,,,1,,,,1,1,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,
5. Лантан та інші хімічні елементи,"10. 10-15 кілограмів лантану потрібно для типових виробів, які з’явилися під впливом документу, що було підписано у ЦЬОМУ МІСТІ. На вулицях України з 2016 року подібна техніка нерідко була не достатньо потужною, аби зупинити порушників.
Відповідь: Кіото.
Джерело: https://itc.ua/news/gibridyi-ne-spravlyayutsya-natsionalnaya-politsiya-ukrainyi-sobiraetsya-zamenit-toyota-prius-bolee-podhodyashhimi-dlya-patrulnoy-politsii-avtomobilyami/
Коментар: Для двигунів гібридних авто потрібні рідкоземельні метали. У 2016 році гібридні Toyota Prius були закуплені національною поліцією України. Документ - Кіотський протокол.",,,1,,,,,,,,1,-1,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,-1,,,1,,,,,,,1,,,,,,,,,-1,,,,,-1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,-1,,-1,,,
5. Лантан та інші хімічні елементи,"20. У відповіді слово, що починається з приголосної/
Теннессин пропонували назвати октарином на честь кольору з фентезійного роману Террі Пратчетта, адже сучасні люди іноді не можуть відрізнити синтез хімічних елементів від НЕЇ.
Відповідь: Магія.
Коментар: Згідно з законом Кларка, будь-яка достатньо просунута технологія не відрізняється від магії.
Джерела:  https://en.wikipedia.org/wiki/Tennessine",,,1,,,-1,,1,,,,1,,,,1,1,,,,,,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,1,,,,,1,,,,,,1,1,,,,,,,,1,,,,,,,1,,1,,,,1,,
5. Лантан та інші хімічні елементи,"30. У відповіді два слова, що починаються на одну й ту саму літеру. 
Ізотоп америція раніше активно використовували в НИХ. Випромінювання іонізує молекули повітря у чутливій камері. Говорили, що використання америція цілком безпечне, але ж чутка  на чомусь була заснована і зараз в НИХ америцій використовують рідше.
Відповідь: Детектори диму.
Залік: Датчики дыма.
Коментар: Диму без вогню не буває.
Джерело: https://hij.ru/read/5459/",1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Лантан та інші хімічні елементи,"40. Ім'я Альбіна перекладають як світла, та, що світиться. Серед тих, хто подав позов та увійшов в історію під ЦИМ ПРІЗВИСЬКОМ, була і Альбіна Ларіс.
Відповідь: Радієві дівчата
Залік: Radium_Girls
Коментар: Робітниці US Radium Corporation, які фарбували циферблати та стрілки годинників фарбою, що містила радій. Багато жінок отримали важкі професійні хвороби, а п'ятеро вирішили судитися та змогли виграти позов.
Джерело:  https://en.wikipedia.org/wiki/Radium_Girls",,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,-1,,,,,,1,,,,,,
5. Лантан та інші хімічні елементи,"50. У відповіді топонім, що не відмінюється.  
Вчений, який відкрив мейтнерій, народився у 1931 році у ЦЬОМУ невеличкому місті. Згодом вчений увійшов до групи фахівців, що прагне остаточно розв'язати питання ядерних відходів шляхом спалювання.
Відповідь: Дахау.
Коментар: Був дим, а ось і вогонь. Автор сподівається, що ні у кого на цьому запитанні не виникне дзамських флешбеків, а також впевнений, що ви граєте чесно.
Джерело: https://en.wikipedia.org/wiki/Peter_Armbruster",,,,,,,,1,,,,,1,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,
6. Ладонія та інша Скандинавія,"10. Роздатковий матеріал:
Засновник Ладонії скандинав Ларс Вілкс на цій карикатурі зобразив у вигляді пса саме ЙОГО.
Відповідь: Пророка Мухамеда.
Коментар: Скандинави взагалі полюбляють малювати карикатури на пророка.
Джерела: https://sv.wikipedia.org/wiki/Rondellhund
https://en.wikipedia.org/wiki/Lars_Vilks_Muhammad_drawings_controversy
",,,1,,,,,1,-1,,,,1,,,,1,,,,,,,,,1,,,,,1,,,-1,,,,-1,,1,,,-1,1,,,,,,-1,1,,,-1,,,,1,,,1,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,1,,,,1,,,,,1,,,,,
6. Ладонія та інша Скандинавія,"20. Згідно з жартом, локричні цукерки характерного вигляду представники популярної скандинавської політичної сили могли б роздавати своїм опонентам у якості своєрідної НЕЇ. Через зображення черепа не усі скандинави дають дітям такі цукерки.
Відповідь: Чорна мітка.
Коментар: У Швеції є досить популярною піратська партія. Цукерки круглі, та схожі на монетки або ж чорну мітку.
Джерела: https://en.wikipedia.org/wiki/Pirate_coins
https://ru.wikipedia.org/wiki/Transilvanian_Hunger
",,,,1,,1,,,,,,1,,1,,,,,,,,,,1,,1,,,,,,1,,1,,,-1,,,,,,-1,,,,,1,-1,,,,,1,,,,1,,1,,,,,1,,1,,,,,,1,,,1,,,1,,,,,,1,,1,,,,,,1,,,,,1,1,,,
6. Ладонія та інша Скандинавія,"30. Карл Дрейер хотів зняти фільм про свою матір, що загинула після НЬОГО. Розповідають, що назвою фільму повинен був стати строк. Українські противники робили плакати з написом  ВІН - це торба. 
Вiдповiдь: Аборт.
Коментар: Строк вагітності. Торба - це синонім слова “пиздець” а також анаграма до слова “аборт” Такий плакат правильно зрозуміти зможуть не усі, бо звичка анаграмувати не у всіх розвинута. Також треба додати, що аборт це передусім справа жінки.
Джерела: 1. Історія скандинавського кіно на Coursera
2. ОДАЗ
",,,,1,,1,,,1,,,-1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,
